dependents,education,self_employed,loan_amount_term,credit_history,loan_status,applicantincome,coapplicantincome,loanamount,gender_Female,gender_Male,married_No,married_Yes,property_area_Rural,property_area_Semiurban,property_area_Urban
3,1,2,3,0,0,-0.9411816855906991,0.5301166251378517,-0.6555064786520568,0,1,0,1,0,0,1
3,2,2,3,1,1,0.04921784575802151,-0.6137571920193944,-0.12690605426703824,1,0,1,0,1,0,0
2,2,2,3,1,1,-0.9953441599613323,0.08917549112120367,-0.6148449075455169,0,1,0,1,0,0,1
3,2,2,3,1,1,-0.26028200778845373,0.3609137496619673,-0.018475197982931853,0,1,1,0,1,0,0
3,1,2,3,1,0,-0.8792817148814042,-0.6137571920193944,-0.18112148240909143,0,1,1,0,0,0,1
3,2,2,3,1,1,-0.3339429729325148,0.03576352351706505,-0.08624448316049835,1,0,1,0,1,0,0
3,2,2,3,0,0,-0.7554817734628141,0.11256759372155635,-0.5064140512614106,1,0,1,0,0,0,1
3,2,2,3,1,1,-0.5954703491792863,-0.6137571920193944,-0.7774911919716765,1,0,1,0,0,1,0
3,1,2,3,1,1,-0.5923753506438216,0.32387625387807556,-0.4115370520128175,0,1,1,0,0,1,0
3,2,2,3,1,1,-0.7223652891333412,-0.6137571920193944,-1.156999188966049,1,0,1,0,1,0,0
2,1,2,2,1,1,-0.4462914197698853,0.02562694572357889,-0.4115370520128175,0,1,0,1,0,0,1
2,2,2,3,1,1,-0.34787046634210617,-0.6137571920193944,-0.2895523386931978,0,1,0,1,0,1,0
2,2,1,3,1,0,1.5967171134903975,-0.6137571920193944,0.1848326575497676,0,1,0,1,1,0,0
3,2,2,3,1,1,-0.7554817734628141,0.23108758023000994,-0.35732162387076427,0,1,0,1,0,1,0
1,2,2,3,1,1,-0.15443305787555917,-0.5400720688282834,-0.2353369105511446,0,1,0,1,0,1,0
2,1,2,3,1,1,-0.3837724493534973,0.006133526889951656,-0.18112148240909143,0,1,0,1,1,0,0
1,2,2,3,1,1,3.1442163812227735,-0.6137571920193944,2.1501419276991958,0,1,0,1,1,0,0
2,2,1,3,0,0,1.1838443088593997,1.3289569289398957,3.1802350623982063,0,1,0,1,1,0,0
3,2,2,3,0,1,0.02352935791366407,-0.6137571920193944,-0.15401376833806482,0,1,1,0,1,0,0
3,2,1,3,1,1,0.3023887259590382,0.22835850159330212,0.5778945115796532,0,1,0,1,0,1,0
3,2,2,3,1,0,-0.15721855655747746,0.34181019920501265,-0.4250909090483308,1,0,0,1,0,0,1
3,2,2,3,1,1,-0.7245317881081665,-0.6137571920193944,-1.0079067615754025,1,0,1,0,0,0,1
2,2,2,3,1,1,-0.14143406402660721,0.08527680735447822,-0.3302139097997377,0,1,1,0,0,0,1
3,2,2,3,1,1,-0.5898993518154498,-0.6137571920193944,-0.5877371934744904,0,1,1,0,0,1,0
2,2,1,3,1,1,-0.7245317881081665,1.1796373406743113,0.46946365529554684,0,1,0,1,1,0,0
1,1,2,3,0,0,-0.9318966899843049,-0.6137571920193944,-0.18112148240909143,1,0,1,0,0,0,1
3,2,2,3,1,1,-0.21076203122101766,-0.6137571920193944,-0.9536913334333494,1,0,1,0,0,1,0
1,1,2,3,1,0,-0.6790353096368347,0.004963921759934022,0.42880208418900695,0,1,0,1,1,0,0
3,2,2,3,1,0,-0.7622907702408365,-0.6137571920193944,-1.2925377593211818,1,0,1,0,1,0,0
2,1,2,3,1,1,-0.08881908892370644,-0.13460895708883697,0.2254942286563075,0,1,0,1,0,0,1
1,1,2,3,1,1,-0.5162383866713887,-0.6137571920193944,-0.9130297623268095,0,1,0,1,0,1,0
3,2,2,3,1,1,-0.724841287961713,0.34453927784172045,0.2526019427273341,0,1,0,1,0,1,0
2,1,2,3,1,1,-0.5440933734905715,0.23147744860668248,-0.20822919648011803,0,1,0,1,0,0,1
3,2,2,3,1,1,-0.6858443064148572,1.82292016218401,0.6185560826861931,0,1,0,1,1,0,0
3,2,2,3,1,1,1.3129057477882797,-0.6137571920193944,1.1742642211422383,0,1,0,1,0,1,0
3,2,2,3,1,0,1.2098422965573035,1.0108243335750993,2.2585727839833023,0,1,1,0,1,0,0
1,2,2,3,1,1,-0.6731548124194516,0.19833863658951617,-0.6283987645810303,0,1,0,1,1,0,0
3,2,1,3,0,0,0.2039677725312591,-0.6137571920193944,-0.4928601942258973,1,0,0,1,1,0,0
3,2,2,3,1,1,-0.7483632768312451,-0.4168736617997593,-0.15401376833806482,1,0,0,1,0,1,0
2,2,2,3,1,1,1.0807808576284235,0.6209559569025547,0.3203712279049006,0,1,0,1,1,0,0
2,2,2,3,1,0,-0.2989694894817631,-0.6137571920193944,-1.0079067615754025,0,1,0,1,0,0,1
3,1,2,3,0,0,-0.5697818613349289,0.03576352351706505,-0.5606294794034637,0,1,0,1,0,0,1
1,2,2,3,1,1,0.10090432130028287,0.6209559569025547,0.794756224147866,0,1,0,1,0,1,0
2,2,2,3,1,0,-0.03651361367435212,-0.6137571920193944,-0.8181527630782164,1,0,1,0,0,1,0
2,2,2,3,1,1,0.04921784575802151,0.815890145238827,1.2826950774263448,0,1,0,1,0,1,0
3,2,2,3,1,1,-0.02815711762859729,0.2958057307576524,-0.15401376833806482,0,1,0,1,0,0,1
3,2,1,3,1,1,0.6131265789196993,-0.6137571920193944,-0.004921340947418556,0,1,1,0,1,0,0
3,1,2,3,1,0,0.4255696676705354,-0.6137571920193944,-0.11335219723152494,0,1,1,0,1,0,0
3,2,2,3,1,0,-0.7245317881081665,-0.6137571920193944,-0.6148449075455169,0,1,1,0,0,1,0
3,2,2,3,0,0,0.08759582759778443,-0.6137571920193944,-0.2353369105511446,0,1,1,0,1,0,0
2,2,2,3,1,1,0.4593051517071012,-0.6137571920193944,0.4559097982600336,0,1,0,1,0,1,0
3,2,2,3,1,0,4.608150688497601,1.439289679538226,5.809683327287786,0,1,0,1,1,0,0
3,2,1,3,1,1,3.3791267700645484,-0.6137571920193944,-1.170553046001562,1,0,1,0,0,1,0
2,2,2,3,1,1,0.10647531866411943,-0.6137571920193944,0.1848326575497676,0,1,0,1,0,1,0
2,2,1,3,1,1,1.3871857126394338,2.45567653752355,3.23445049054026,0,1,0,1,1,0,0
2,2,2,2,0,0,-0.5505928704150475,0.1609112724289519,-0.4115370520128175,0,1,1,0,0,0,1
3,2,2,2,1,1,-0.007420627440983454,-0.25390868035063563,-0.2895523386931978,0,1,0,1,0,0,1
1,2,2,3,1,1,1.2098422965573035,1.3340252178366387,-0.15401376833806482,0,1,0,1,1,0,0
3,2,2,3,1,0,-0.5484263714402221,-0.6137571920193944,-0.9536913334333494,0,1,1,0,0,0,1
2,2,2,3,1,1,0.17023228849469332,-0.6137571920193944,-0.15401376833806482,0,1,0,1,0,0,1
3,2,2,3,1,1,0.3404572079452547,1.0361657780588147,2.0959264995571427,0,1,1,0,0,1,0
3,2,2,3,1,1,0.3587176993044967,-0.6137571920193944,0.19838651458528092,1,0,1,0,0,0,1
3,2,1,3,1,1,0.7199040283932333,-0.6137571920193944,-0.18112148240909143,0,1,1,0,0,0,1
2,2,2,3,1,0,-0.08510509068114873,-0.6137571920193944,-0.5606294794034637,0,1,0,1,0,0,1
3,1,2,3,1,1,-0.7721947655543236,0.010032210656677103,-0.12690605426703824,0,1,1,0,0,1,0
3,1,2,3,0,0,-0.5666868627994641,0.6088700372257058,-0.18112148240909143,0,1,0,1,0,0,1
3,2,2,3,1,1,-0.7762182636504279,0.3285546743981461,-0.07269062612498504,0,1,0,1,0,0,1
3,2,2,3,1,1,0.20025377428870142,-0.6137571920193944,-0.22178305351563132,0,1,0,1,1,0,0
1,2,2,3,1,1,1.3389037354861837,-0.6137571920193944,0.5914483686151666,0,1,1,0,1,0,0
1,2,2,3,1,1,1.443205186131346,-0.6137571920193944,1.8112955018113632,0,1,0,1,1,0,0
2,1,2,2,1,1,-0.8814482138562294,0.01977892007349072,-0.3844293379417909,0,1,0,1,0,1,0
2,2,2,3,1,1,-0.5388318759802814,-0.06794146467783184,-0.3844293379417909,0,1,0,1,0,0,1
3,2,2,3,0,0,-0.5140718876965634,-0.6137571920193944,-0.9536913334333494,1,0,1,0,0,0,1
3,2,2,3,1,1,-0.5595683661678952,-0.0449392304541517,-0.6283987645810303,0,1,0,1,0,0,1
3,1,2,3,1,1,-0.29061299343600827,0.03576352351706505,-0.43864476608384406,0,1,1,0,1,0,0
3,2,2,3,0,0,-1.0340316416546418,0.08800588599118604,-0.5199679082969239,1,0,1,0,0,1,0
2,1,2,2,0,0,-0.6041363450785877,-0.6137571920193944,-1.3060916163566951,0,1,0,1,0,0,1
3,1,2,3,1,0,-0.6456093254538153,-0.6137571920193944,-1.0350144756464292,0,1,1,0,1,0,0
3,2,2,3,1,1,-0.7245317881081665,7.1836103414315,-0.5199679082969239,0,1,1,0,0,1,0
3,1,2,3,1,1,-0.8907332094626237,-0.6137571920193944,-1.1976607600725888,1,0,1,0,0,1,0
3,2,1,3,1,0,0.8047069882649674,-0.6137571920193944,0.7134330819347863,1,0,1,0,1,0,0
3,2,2,3,1,1,-0.09098558789853176,-0.6137571920193944,-0.35732162387076427,1,0,1,0,0,1,0
3,1,2,3,1,1,-0.8275952393391428,0.32192691199471285,-0.35732162387076427,0,1,0,1,0,0,1
3,1,2,3,1,1,-0.8133582460760049,-0.6137571920193944,-1.0214606186109159,1,0,1,0,1,0,0
2,2,2,3,0,0,1.0705673624613896,-0.6137571920193944,0.1441710864432277,0,1,0,1,0,1,0
2,1,1,3,1,0,-0.3014454883101349,-0.6137571920193944,-1.0756760467529691,1,0,1,0,0,1,0
3,1,2,3,0,0,0.38842968524495836,-0.6137571920193944,1.0387256507871054,0,1,0,1,1,0,0
3,1,2,3,1,1,-0.8009782519341458,0.17884521775588896,-0.4250909090483308,0,1,0,1,1,0,0
3,1,2,3,0,0,-0.8331662367029793,0.6482467432696327,0.4965713693665735,1,0,0,1,0,1,0
3,2,2,3,1,1,-0.5713293606026613,-0.6137571920193944,-1.1027837608239957,1,0,1,0,0,0,1
2,2,2,3,1,0,-0.693581802753519,-0.6137571920193944,0.2526019427273341,1,0,1,0,0,0,1
2,2,1,3,1,0,-1.0030816562999942,7.1836103414315,1.3233566485328847,0,1,0,1,0,0,1
3,2,2,3,1,1,-1.1810440720892175,0.467347816493572,-0.39798319497730417,0,1,0,1,1,0,0
3,2,2,3,1,1,-0.493644897362496,-0.06131370227439857,-0.045582912053958445,0,1,0,1,0,1,0
3,2,2,3,1,1,0.30579322434804945,-0.6137571920193944,-0.045582912053958445,0,1,0,1,1,0,0
3,1,2,3,0,0,-0.656441820327942,-0.6137571920193944,-0.8317066201137298,1,0,1,0,0,0,1
3,2,2,3,1,1,-0.9349916885197697,0.05642654748070992,-0.5606294794034637,0,1,0,1,0,0,1
2,2,2,3,0,0,0.7455925162375907,0.0361533918937376,-0.4250909090483308,0,1,0,1,0,0,1
3,2,2,3,1,1,3.1070763987971968,-0.6137571920193944,-0.6148449075455169,0,1,0,1,0,1,0
3,2,2,3,1,1,-0.6731548124194516,1.0626768276725478,-0.27599848165768454,0,1,0,1,1,0,0
2,1,2,3,1,0,-0.07272509653928973,-0.6137571920193944,-0.8181527630782164,1,0,1,0,1,0,0
2,2,2,3,1,1,0.33860020882397585,-0.6137571920193944,-0.11335219723152494,0,1,0,1,0,1,0
3,2,2,3,1,1,-0.594541849618647,-0.6074725134599435,-0.7368296208651366,0,1,0,1,1,0,0
3,1,2,2,1,1,-0.6573703198885814,-0.6137571920193944,-1.1027837608239957,0,1,1,0,0,0,1
2,2,1,3,1,1,1.1708453150104476,-0.6137571920193944,0.11706337237220113,1,0,1,0,0,1,0
3,2,2,3,0,0,0.5134676260777343,-0.6137571920193944,-0.4928601942258973,0,1,1,0,1,0,0
3,2,2,3,1,1,-0.7477442771241521,0.29853480939436017,0.02218637312360804,0,1,0,1,0,1,0
3,2,2,3,1,1,-0.3376569711750725,-0.6137571920193944,-0.5606294794034637,0,1,1,0,0,0,1
3,2,2,3,1,1,-0.9021847040438433,0.10788917320148582,-1.2383223311791287,0,1,1,0,0,1,0
3,2,2,3,1,1,-0.8133582460760049,-0.17515526826278163,-0.18112148240909143,0,1,0,1,0,0,1
3,2,1,3,0,0,1.7254690525657312,-0.6137571920193944,0.6185560826861931,0,1,1,0,0,0,1
3,1,1,3,1,1,0.7121665320545714,-0.6137571920193944,-0.045582912053958445,1,0,0,1,1,0,0
3,2,2,3,1,1,-0.3655119579942553,1.3605362674503718,0.6185560826861931,0,1,1,0,0,1,0
3,2,2,3,1,1,0.9470769208963461,0.10087154242138001,0.5236790834376001,0,1,0,1,1,0,0
1,1,2,3,1,1,-0.04146561133109573,0.16325048268898718,0.08995565830117452,0,1,1,0,0,1,0
2,2,1,3,1,1,-0.4255549295822715,-0.14201645624561532,-0.15401376833806482,0,1,0,1,1,0,0
2,1,2,3,1,1,-0.058488103276151865,-0.6137571920193944,-0.4250909090483308,0,1,0,1,1,0,0
2,2,2,3,0,0,-0.46455191112912736,0.05291773209065702,0.11706337237220113,0,1,0,1,1,0,0
2,1,2,3,0,0,-0.7836462601355433,-0.12447237929535081,-0.22178305351563132,0,1,0,1,1,0,0
3,2,2,3,0,0,-0.2763760001728704,0.061884704754125545,0.10350951533668783,0,1,0,1,1,0,0
3,2,2,2,0,1,-0.7297932856184566,0.3476582248551008,-0.6961680497585967,0,1,0,1,1,0,0
3,2,1,3,1,1,0.6945250404024224,-0.6137571920193944,-0.7774911919716765,0,1,1,0,0,1,0
2,2,2,3,1,1,-0.3039214871385067,-0.6137571920193944,-0.6148449075455169,0,1,0,1,0,1,0
3,2,2,3,1,1,-0.16712255187096467,-0.6137571920193944,-0.3166600527642244,0,1,0,1,0,0,1
3,2,2,3,1,0,-0.35065596502402446,0.3878146676523729,0.42880208418900695,0,1,0,1,0,0,1
2,2,2,3,1,1,-0.15071905963300147,-0.6137571920193944,-0.07269062612498504,0,1,1,0,1,0,0
3,2,2,3,1,0,1.08109035748197,-0.6137571920193944,0.2526019427273341,0,1,0,1,0,1,0
1,2,2,2,1,1,0.8972474444753636,-0.6137571920193944,-0.18112148240909143,0,1,0,1,0,0,1
3,2,2,3,1,1,-0.5651393635317318,0.23927481614013338,0.15772494347874103,0,1,0,1,1,0,0
3,2,2,3,0,0,-0.20890503209973882,-0.6137571920193944,-0.5877371934744904,0,1,1,0,0,1,0
3,2,2,3,1,1,0.3587176993044967,-0.6137571920193944,-0.018475197982931853,0,1,1,0,1,0,0
1,1,2,2,0,0,-0.5861853535728921,0.034983786763719965,-0.9672451904688627,0,1,0,1,0,0,1
3,2,2,3,1,0,-0.15721855655747746,0.34181019920501265,-0.4250909090483308,0,1,0,1,0,0,1
2,2,1,3,1,1,-0.43050692723901507,0.196779163082826,0.2797096567983607,0,1,0,1,0,1,0
2,1,2,2,0,0,-0.6771783105155558,-0.028954627010577366,-0.3844293379417909,0,1,0,1,1,0,0
1,2,2,3,1,1,-0.04641760898783933,-0.6137571920193944,-0.5606294794034637,0,1,0,1,0,1,0
2,2,2,3,1,1,0.21387176784474632,1.1983510227545933,0.2797096567983607,0,1,1,0,1,0,0
2,2,1,3,1,1,3.6162036578811483,-0.2184306580734341,0.11706337237220113,0,1,0,1,1,0,0
2,2,2,3,1,1,0.5753675967870294,0.0685124671575588,1.201371935213265,0,1,0,1,0,1,0
2,2,1,3,1,1,3.6601526370847477,0.26344665549383117,-0.75038347790065,0,1,0,1,0,1,0
2,2,2,3,1,0,-0.5861853535728921,0.011201815786694738,-0.18112148240909143,0,1,0,1,0,0,1
3,1,2,3,1,1,-0.15195705904718737,-0.6137571920193944,0.17127880051425431,1,0,1,0,1,0,0
1,1,2,3,1,1,-0.5403793752480137,-0.6137571920193944,-0.3844293379417909,0,1,0,1,1,0,0
3,2,2,3,1,1,-0.8535932270370467,0.6143281944991213,-0.18112148240909143,0,1,0,1,0,1,0
3,2,2,3,1,1,1.8545304914946115,-0.6137571920193944,1.255587363355318,0,1,0,1,0,1,0
2,2,2,3,1,1,1.0807808576284235,-0.6137571920193944,1.4182336477814776,0,1,0,1,0,1,0
2,1,2,3,1,1,-0.892280708730356,0.33596217355492447,-0.14045991130255153,0,1,0,1,1,0,0
2,2,2,3,0,0,-0.400485441445007,-0.6137571920193944,-0.8317066201137298,0,1,1,0,1,0,0
2,2,2,3,1,0,4.175779393093175,-0.6137571920193944,4.860913334801856,0,1,0,1,0,0,1
2,2,1,3,1,1,-0.07984359317085865,0.19833863658951617,0.2526019427273341,0,1,0,1,0,1,0
3,2,2,3,1,0,-0.7446492785886875,-0.6137571920193944,-0.8994759052912962,0,1,1,0,0,0,1
3,1,2,3,1,1,-0.35591746253431455,-0.6137571920193944,-0.4250909090483308,0,1,1,0,1,0,0
3,1,1,3,1,1,3.844614549798447,-0.6137571920193944,1.1336026500356984,1,0,1,0,0,1,0
3,2,2,3,0,0,-0.3850104487676832,0.2271888964632845,-0.3031061957287111,0,1,0,1,1,0,0
2,2,2,1,1,1,-0.468884909078778,-0.2578073641173611,-0.4928601942258973,1,0,0,1,0,1,0
3,1,2,3,1,1,-0.693581802753519,0.04901904832393157,-0.4657524801548707,0,1,0,1,1,0,0
2,2,1,3,1,1,-0.6022793459573088,-0.6137571920193944,-0.6283987645810303,0,1,0,1,0,1,0
3,2,2,3,0,0,0.4463061578581492,1.1079015593665629,0.9167409374674856,0,1,1,0,1,0,0
3,2,2,3,1,1,-1.298654016436878,0.8221280392655876,-0.3844293379417909,1,0,1,0,1,0,0
3,2,2,3,1,1,-0.5205713846210394,-0.6137571920193944,-0.5606294794034637,1,0,1,0,0,1,0
2,2,2,3,1,1,0.007435365529247357,1.5788625583869969,0.9031870804319724,0,1,0,1,0,1,0
3,1,2,3,1,1,-0.31784898054809807,-0.03558238941401062,-0.2353369105511446,0,1,0,1,0,1,0
2,2,2,3,1,1,-0.41193693602622655,1.1079015593665629,1.3775720766749378,0,1,0,1,1,0,0
3,2,1,3,1,1,-0.7310312850326425,0.5609162268949828,0.6321099397217065,0,1,0,1,0,0,1
2,2,2,3,1,1,2.6063056357589995,-0.6137571920193944,-1.3738609015342615,1,0,1,0,0,0,1
3,1,2,3,1,0,-0.38470094891413675,-0.11199659124182938,-0.5606294794034637,0,1,1,0,1,0,0
2,2,2,3,1,1,0.3788351897850176,0.16753903483238516,1.472449075923531,0,1,0,1,0,1,0
2,2,2,3,1,1,-0.4821934027812764,0.17962495450923405,0.08995565830117452,0,1,0,1,0,0,1
3,2,2,2,1,0,-0.8390467339203623,1.9851054068797886,-0.9672451904688627,0,1,0,1,0,1,0
3,2,2,3,1,0,0.3014602263983988,0.8155002768621544,2.299234355089842,0,1,1,0,1,0,0
1,2,2,3,1,1,-0.4255549295822715,0.7227116032140888,0.11706337237220113,0,1,0,1,1,0,0
2,2,2,3,1,1,-0.8696872194214634,0.022507998710198533,-0.3844293379417909,1,0,0,1,0,1,0
3,2,2,3,1,0,-0.04889360781621113,0.13284074930852868,0.5914483686151666,0,1,1,0,0,1,0
3,1,2,3,1,0,-0.44598191991633884,-0.6137571920193944,-0.6283987645810303,1,0,1,0,1,0,0
2,1,2,3,1,1,-0.8198577430004809,0.06539352014417844,-1.3060916163566951,0,1,0,1,0,1,0
3,2,2,3,1,1,-0.7245317881081665,-0.6137571920193944,-1.170553046001562,0,1,1,0,0,1,0
1,2,1,3,1,1,0.25874924660898524,-0.058584623637690764,-0.5606294794034637,0,1,0,1,1,0,0
2,2,1,3,1,1,0.9616234140130304,2.180039595216061,4.589836194091589,0,1,0,1,1,0,0
3,2,2,3,1,0,-0.049822107376850555,0.19989811009620637,-0.18112148240909143,0,1,1,0,0,1,0
2,2,1,3,1,1,3.9179660150889615,-0.6137571920193944,3.5055276312505255,0,1,0,1,1,0,0
3,2,2,3,1,1,-0.3299194748364106,-0.6137571920193944,-0.4250909090483308,0,1,0,1,0,1,0
2,1,2,3,0,1,0.13742530401876696,-0.05624541337765549,0.2661557997628474,0,1,0,1,0,1,0
2,1,2,3,1,1,-0.6691313143233475,-0.10614856559174121,-0.6419526216165435,0,1,1,0,0,1,0
3,1,2,3,1,1,0.6010560846313868,-0.6137571920193944,-0.15401376833806482,0,1,1,0,0,1,0
1,2,2,3,1,1,-0.17331254894189416,-0.6137571920193944,-0.5606294794034637,0,1,0,1,0,0,1
2,2,2,3,0,0,-0.3877959474496015,-0.6137571920193944,-0.4250909090483308,0,1,1,0,1,0,0
3,1,1,3,1,1,4.123783417697368,-0.6137571920193944,-0.22178305351563132,1,0,1,0,0,0,1
3,2,2,3,1,1,0.39988117982617793,0.9090686872635652,2.475434496551515,0,1,0,1,0,0,1
2,2,2,3,1,1,-0.3788204516967537,-0.6137571920193944,-0.4657524801548707,0,1,1,0,0,1,0
3,1,2,3,1,0,-0.5954703491792863,-0.40478774212291047,-1.0214606186109159,0,1,0,1,1,0,0
1,2,2,2,1,1,0.4877791382333769,-0.6137571920193944,0.2119403716207942,0,1,0,1,1,0,0
2,2,2,2,1,1,-0.07210609683219678,0.49541833961399523,-0.018475197982931853,1,0,0,1,0,1,0
3,2,2,3,0,0,-0.8365707350919905,-0.6137571920193944,-0.574183336438977,1,0,1,0,0,1,0
2,1,2,3,1,1,-0.8053112498837965,0.3702705907021084,-0.18112148240909143,0,1,0,1,0,0,1
3,2,2,3,1,1,-0.6415858273577112,0.14648614249206773,0.1848326575497676,0,1,0,1,1,0,0
3,1,2,1,1,0,-0.45898091376529077,-0.6137571920193944,-0.8317066201137298,0,1,1,0,0,1,0
3,2,2,3,1,1,-0.7164847919159582,0.08137812358775277,0.049294087194634635,0,1,1,0,1,0,0
3,2,2,3,0,0,0.04921784575802151,-0.6137571920193944,-0.5199679082969239,1,0,1,0,0,1,0
3,2,2,3,1,1,-0.636324329847421,0.1722174553524557,-0.4250909090483308,0,1,0,1,1,0,0
2,2,1,3,0,0,0.5546311065994155,-0.6137571920193944,-0.18112148240909143,0,1,0,1,1,0,0
2,1,2,3,1,1,-0.7270077869365383,0.31218020257789925,-0.18112148240909143,0,1,0,1,1,0,0
2,2,2,3,1,1,-0.46671841010395265,0.6533150321663759,0.2254942286563075,0,1,0,1,0,0,1
3,1,2,3,0,0,-0.7387687813713044,0.2958057307576524,0.5372329404731133,0,1,0,1,0,0,1
3,2,2,2,0,0,-0.3862484481818691,1.0494213028656811,-0.12690605426703824,0,1,0,1,1,0,0
2,2,2,3,1,1,0.1940637772177719,-0.21141302729332828,-1.5636149000314479,0,1,0,1,0,1,0
1,2,1,3,1,1,1.6397375931333575,-0.6137571920193944,1.607987646278664,0,1,0,1,0,1,0
3,2,2,3,1,1,-0.2952554912392054,0.42680150531962735,0.2797096567983607,0,1,0,1,0,1,0
3,2,2,3,1,1,-0.20457203415008815,0.28527928458749363,0.5507867975086267,1,0,0,1,0,1,0
2,1,2,3,1,1,-0.36086946019105814,-0.5194090448646386,-0.4521986231193574,0,1,0,1,0,1,0
2,2,1,3,1,1,4.532013724525169,-0.6137571920193944,6.216299038353185,1,0,0,1,0,1,0
3,2,2,3,1,1,0.33488621058141815,0.1870324536660124,0.9438486515385123,0,1,0,1,1,0,0
3,1,1,3,1,1,0.29681772859520167,-0.6137571920193944,-0.12690605426703824,0,1,1,0,0,1,0
2,2,2,3,0,0,1.225007789381081,-0.6137571920193944,1.5808799322076372,0,1,0,1,0,0,1
3,2,2,3,1,1,-0.46671841010395265,-0.6137571920193944,-0.9672451904688627,0,1,1,0,0,0,1
1,2,2,3,0,0,-0.44598191991633884,0.3609137496619673,-0.2488907675866579,0,1,0,1,1,0,0
3,2,2,3,1,0,-0.7622907702408365,-0.6137571920193944,-1.7940304696351739,1,0,1,0,0,0,1
3,2,2,3,0,0,-0.518404885646214,0.19093113743273785,-0.5064140512614106,0,1,0,1,0,0,1
2,2,2,3,1,1,-0.44072042240604875,0.0685124671575588,0.6050022256506798,0,1,0,1,0,0,1
2,2,2,3,1,1,3.6598431372312015,-0.6137571920193944,1.8112955018113632,0,1,0,1,0,0,1
2,1,2,3,1,0,0.39740518099780614,0.01977892007349072,0.6185560826861931,0,1,0,1,0,1,0
1,2,2,3,1,0,0.4843746398443657,-0.6137571920193944,0.11706337237220113,0,1,0,1,0,1,0
2,2,2,1,1,1,-0.5205713846210394,-0.4340278703733513,-0.4521986231193574,0,1,0,1,0,0,1
3,2,2,3,1,1,-0.4989063948727861,0.4540922916867055,-0.4250909090483308,0,1,1,0,0,0,1
2,2,2,3,1,1,-0.9467526829545357,0.25642902471372536,-0.4657524801548707,0,1,0,1,1,0,0
2,2,2,3,1,1,0.5258476202195933,-0.6137571920193944,0.8625255093254325,0,1,0,1,0,1,0
3,2,2,3,1,0,-0.9300396908630261,12.578219069449501,-0.6961680497585967,0,1,1,0,0,0,1
3,2,2,3,1,1,-0.518404885646214,-0.6137571920193944,-1.4280763296763148,1,0,0,1,0,1,0
2,2,2,3,0,0,-0.6357053301403282,0.13362048606187377,0.06284794423014793,0,1,0,1,1,0,0
2,2,2,1,1,0,-0.1726935492348012,0.5558479379982396,0.4152482271534937,0,1,0,1,1,0,0
3,2,2,3,1,1,-0.787360258378101,-0.02037752272378138,-0.5064140512614106,0,1,0,1,0,0,1
3,1,2,3,1,1,-0.8282142390462357,-0.6137571920193944,-0.9672451904688627,1,0,1,0,0,1,0
2,2,1,3,0,0,-0.6545848212066632,-0.6137571920193944,-0.47930633719038396,0,1,0,1,0,1,0
3,2,2,2,1,1,-0.5697818613349289,0.7180331826940183,-1.156999188966049,0,1,0,1,0,1,0
2,2,1,3,1,0,0.3587176993044967,-0.6137571920193944,0.8625255093254325,0,1,0,1,0,1,0
3,2,2,2,1,1,-0.3039214871385067,0.6728084510000031,0.008632516088094741,0,1,0,1,1,0,0
3,2,1,3,1,1,3.490856217194826,-0.6137571920193944,1.607987646278664,0,1,0,1,0,0,1
3,1,2,3,1,1,-0.3119684833307151,-0.6137571920193944,-0.4250909090483308,0,1,1,0,1,0,0
2,1,1,3,1,0,0.47725614321279675,-0.2238888153468497,0.6185560826861931,0,1,0,1,1,0,0
3,2,1,3,1,1,1.585265618909178,-0.6137571920193944,0.5236790834376001,0,1,0,1,1,0,0
2,2,2,3,1,1,0.2906277315242722,-0.6137571920193944,0.6863253678637596,0,1,0,1,0,0,1
1,2,2,3,1,1,0.2667962428011936,-0.6137571920193944,-0.18112148240909143,0,1,0,1,0,0,1
3,2,2,3,1,1,-0.3605599603375117,1.0630666960492203,0.4152482271534937,0,1,1,0,1,0,0
2,2,2,3,1,1,2.215716820583348,-0.6137571920193944,4.806697906659802,1,0,0,1,0,1,0
3,1,2,2,1,0,-0.7554817734628141,0.8677426393362754,-0.18112148240909143,0,1,0,1,0,0,1
2,2,2,3,1,1,-0.44598191991633884,0.3609137496619673,0.42880208418900695,0,1,0,1,0,1,0
2,1,2,3,1,1,-0.26430550588455787,-0.06365291253443384,0.2119403716207942,0,1,0,1,1,0,0
3,2,2,3,1,1,-0.49797789531214665,0.14648614249206773,-0.4521986231193574,0,1,0,1,1,0,0
3,2,2,3,1,1,-0.6007318466895765,-0.6137571920193944,-0.9536913334333494,1,0,1,0,1,0,0
1,2,2,2,1,1,-0.22747502331252734,-0.6137571920193944,-1.3738609015342615,0,1,0,1,1,0,0
2,2,2,3,1,1,1.0000013958527934,-0.5201887816179837,1.5131106470300708,0,1,0,1,0,0,1
2,2,2,3,1,1,0.848655967468567,-0.6137571920193944,0.6185560826861931,0,1,0,1,0,0,1
3,2,1,3,0,0,-0.07984359317085865,-0.6137571920193944,-0.11335219723152494,1,0,1,0,0,1,0
