area_code,state,market,market_size,profit,margin,sales,cogs,total_expenses,marketing,inventory,budget_profit,budget_cogs,budget_margin,budget_sales,productid,date,product_type,product,type,mes,año
314,Missouri,Central,Small Market,40.0,47.0,84.0,32.0,20.0,8.0,837.0,50.0,30.0,60.0,90.0,6,2011-09-01,Espresso,Decaf Espresso,Decaf,9,2011
314,Missouri,Central,Small Market,-6.0,63.0,107.0,44.0,69.0,40.0,261.0,10.0,30.0,60.0,90.0,8,2010-04-01,Herbal Tea,Chamomile,Decaf,4,2010
314,Missouri,Central,Small Market,2.0,88.0,151.0,63.0,86.0,57.0,332.0,20.0,50.0,80.0,130.0,8,2010-08-01,Herbal Tea,Chamomile,Decaf,8,2010
314,Missouri,Central,Small Market,-11.0,61.0,103.0,43.0,64.0,39.0,282.0,10.0,30.0,60.0,90.0,8,2011-05-01,Herbal Tea,Chamomile,Decaf,5,2011
314,Missouri,Central,Small Market,-10.0,62.0,113.0,44.0,69.0,40.0,325.0,10.0,30.0,60.0,90.0,8,2011-09-01,Herbal Tea,Chamomile,Decaf,9,2011
314,Missouri,Central,Small Market,-12.0,62.0,113.0,44.0,70.0,40.0,325.0,0.0,40.0,50.0,90.0,8,2011-11-01,Herbal Tea,Chamomile,Decaf,11,2011
314,Missouri,Central,Small Market,-7.0,69.0,126.0,49.0,74.0,44.0,335.0,0.0,40.0,60.0,100.0,8,2011-12-01,Herbal Tea,Chamomile,Decaf,12,2011
314,Missouri,Central,Small Market,-39.0,11.0,99.0,88.0,50.0,27.0,525.0,-20.0,70.0,10.0,80.0,9,2010-01-01,Herbal Tea,Lemon,Decaf,1,2010
314,Missouri,Central,Small Market,-61.0,11.0,111.0,88.0,52.0,27.0,525.0,-20.0,70.0,10.0,80.0,9,2011-01-01,Herbal Tea,Lemon,Decaf,1,2011
314,Missouri,Central,Small Market,-46.0,25.0,140.0,116.0,54.0,35.0,1142.0,0.0,90.0,30.0,120.0,9,2011-06-01,Herbal Tea,Lemon,Decaf,6,2011
314,Missouri,Central,Small Market,-13.0,40.0,130.0,82.0,49.0,25.0,619.0,0.0,70.0,40.0,110.0,9,2011-11-01,Herbal Tea,Lemon,Decaf,11,2011
314,Missouri,Central,Small Market,9.0,47.0,82.0,35.0,38.0,11.0,196.0,10.0,30.0,40.0,70.0,11,2010-01-01,Tea,Darjeeling,Regular,1,2010
314,Missouri,Central,Small Market,14.0,53.0,92.0,39.0,39.0,12.0,212.0,20.0,30.0,50.0,80.0,11,2010-05-01,Tea,Darjeeling,Regular,5,2010
314,Missouri,Central,Small Market,13.0,52.0,91.0,39.0,39.0,12.0,248.0,20.0,30.0,50.0,80.0,11,2010-09-01,Tea,Darjeeling,Regular,9,2010
314,Missouri,Central,Small Market,16.0,49.0,91.0,36.0,38.0,11.0,187.0,10.0,30.0,40.0,70.0,11,2011-03-01,Tea,Darjeeling,Regular,3,2011
314,Missouri,Central,Small Market,23.0,59.0,102.0,44.0,39.0,14.0,258.0,30.0,30.0,60.0,90.0,11,2011-07-01,Tea,Darjeeling,Regular,7,2011
314,Missouri,Central,Small Market,19.0,53.0,98.0,39.0,40.0,12.0,244.0,30.0,20.0,40.0,60.0,11,2011-10-01,Tea,Darjeeling,Regular,10,2011
314,Missouri,Central,Small Market,16.0,51.0,95.0,38.0,40.0,12.0,256.0,10.0,30.0,40.0,70.0,11,2011-12-01,Tea,Darjeeling,Regular,12,2011
314,Missouri,Central,Small Market,-7.0,38.0,68.0,30.0,45.0,11.0,165.0,-10.0,20.0,30.0,50.0,12,2010-02-01,Tea,Earl Grey,Regular,2,2010
314,Missouri,Central,Small Market,-9.0,36.0,65.0,29.0,45.0,11.0,169.0,-10.0,20.0,30.0,50.0,12,2010-04-01,Tea,Earl Grey,Regular,4,2010
314,Missouri,Central,Small Market,-4.0,42.0,76.0,34.0,46.0,12.0,182.0,0.0,20.0,40.0,60.0,12,2010-05-01,Tea,Earl Grey,Regular,5,2010
314,Missouri,Central,Small Market,-12.0,30.0,54.0,24.0,42.0,9.0,212.0,-10.0,20.0,20.0,40.0,12,2010-09-01,Tea,Earl Grey,Regular,9,2010
314,Missouri,Central,Small Market,-12.0,36.0,64.0,29.0,42.0,11.0,215.0,-10.0,20.0,30.0,50.0,12,2011-08-01,Tea,Earl Grey,Regular,8,2011
315,New York,East,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,2,2010-10-01,Coffee,Columbian,Regular,10,2010
315,New York,East,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,2,2011-12-01,Coffee,Columbian,Regular,12,2011
315,New York,East,Major Market,98.0,136.0,230.0,94.0,38.0,26.0,608.0,120.0,90.0,150.0,240.0,13,2010-07-01,Tea,Green Tea,Regular,7,2010
315,New York,East,Major Market,40.0,-44.0,61.0,105.0,46.0,22.0,725.0,40.0,100.0,-50.0,50.0,5,2010-01-01,Espresso,Caffe Mocha,Regular,1,2010
315,New York,East,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,1613.0,40.0,50.0,70.0,130.0,9,2010-05-01,Herbal Tea,Lemon,Decaf,5,2010
315,New York,East,Major Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,9,2011-06-01,Herbal Tea,Lemon,Decaf,6,2011
315,New York,East,Major Market,40.0,-37.0,198.0,60.0,94.0,72.0,619.0,40.0,170.0,-20.0,150.0,10,2010-05-01,Herbal Tea,Mint,Decaf,5,2010
315,New York,East,Major Market,40.0,76.0,164.0,60.0,95.0,74.0,619.0,40.0,130.0,-50.0,80.0,10,2010-10-01,Herbal Tea,Mint,Decaf,10,2010
315,New York,East,Major Market,156.0,145.0,261.0,100.0,40.0,28.0,822.0,130.0,100.0,160.0,260.0,11,2011-04-01,Tea,Darjeeling,Regular,4,2011
315,New York,East,Major Market,91.0,126.0,213.0,87.0,35.0,24.0,756.0,110.0,90.0,140.0,230.0,12,2010-03-01,Tea,Earl Grey,Regular,3,2010
315,New York,East,Major Market,127.0,172.0,290.0,118.0,45.0,33.0,930.0,130.0,120.0,170.0,290.0,12,2010-11-01,Tea,Earl Grey,Regular,11,2010
318,Louisiana,South,Small Market,36.0,59.0,99.0,40.0,23.0,11.0,793.0,50.0,50.0,70.0,120.0,2,2010-05-01,Coffee,Columbian,Regular,5,2010
318,Louisiana,South,Small Market,36.0,59.0,99.0,40.0,23.0,11.0,843.0,50.0,50.0,70.0,120.0,2,2010-07-01,Coffee,Columbian,Regular,7,2010
318,Louisiana,South,Small Market,46.0,71.0,119.0,48.0,25.0,13.0,834.0,60.0,60.0,80.0,140.0,2,2010-09-01,Coffee,Columbian,Regular,9,2010
318,Louisiana,South,Small Market,46.0,71.0,120.0,49.0,25.0,13.0,845.0,70.0,50.0,90.0,140.0,2,2010-12-01,Coffee,Columbian,Regular,12,2010
318,Louisiana,South,Small Market,50.0,59.0,98.0,40.0,21.0,11.0,793.0,50.0,50.0,70.0,120.0,2,2011-05-01,Coffee,Columbian,Regular,5,2011
318,Louisiana,South,Small Market,68.0,71.0,127.0,48.0,25.0,13.0,834.0,60.0,60.0,80.0,140.0,2,2011-09-01,Coffee,Columbian,Regular,9,2011
318,Louisiana,South,Small Market,65.0,68.0,123.0,47.0,24.0,13.0,834.0,60.0,50.0,80.0,130.0,2,2011-11-01,Coffee,Columbian,Regular,11,2011
318,Louisiana,South,Small Market,47.0,72.0,121.0,49.0,25.0,13.0,767.0,70.0,60.0,90.0,150.0,3,2010-03-01,Coffee,Decaf Irish Cream,Decaf,3,2010
318,Louisiana,South,Small Market,48.0,72.0,121.0,49.0,24.0,13.0,779.0,70.0,60.0,90.0,150.0,3,2010-04-01,Coffee,Decaf Irish Cream,Decaf,4,2010
318,Louisiana,South,Small Market,52.0,77.0,130.0,53.0,25.0,14.0,803.0,80.0,60.0,100.0,160.0,3,2010-05-01,Coffee,Decaf Irish Cream,Decaf,5,2010
318,Louisiana,South,Small Market,58.0,85.0,144.0,59.0,27.0,16.0,842.0,90.0,70.0,110.0,180.0,3,2010-06-01,Coffee,Decaf Irish Cream,Decaf,6,2010
318,Louisiana,South,Small Market,58.0,85.0,144.0,59.0,27.0,16.0,870.0,90.0,70.0,110.0,180.0,3,2010-07-01,Coffee,Decaf Irish Cream,Decaf,7,2010
318,Louisiana,South,Small Market,44.0,48.0,91.0,33.0,21.0,9.0,777.0,50.0,40.0,60.0,100.0,3,2011-01-01,Coffee,Decaf Irish Cream,Decaf,1,2011
318,Louisiana,South,Small Market,63.0,105.0,167.0,62.0,42.0,19.0,346.0,70.0,50.0,90.0,140.0,5,2010-03-01,Espresso,Caffe Mocha,Regular,3,2010
318,Louisiana,South,Small Market,67.0,84.0,142.0,49.0,39.0,15.0,342.0,50.0,40.0,70.0,110.0,5,2011-04-01,Espresso,Caffe Mocha,Regular,4,2011
318,Louisiana,South,Small Market,41.0,65.0,103.0,39.0,33.0,12.0,380.0,30.0,30.0,50.0,80.0,5,2011-07-01,Espresso,Caffe Mocha,Regular,7,2011
318,Louisiana,South,Small Market,57.0,79.0,125.0,47.0,35.0,14.0,366.0,40.0,40.0,60.0,100.0,5,2011-08-01,Espresso,Caffe Mocha,Regular,8,2011
318,Louisiana,South,Small Market,73.0,88.0,150.0,53.0,39.0,16.0,321.0,30.0,40.0,60.0,100.0,5,2011-11-01,Espresso,Caffe Mocha,Regular,11,2011
318,Louisiana,South,Small Market,28.0,65.0,110.0,45.0,37.0,14.0,410.0,40.0,30.0,60.0,90.0,6,2010-05-01,Espresso,Decaf Espresso,Decaf,5,2010
318,Louisiana,South,Small Market,23.0,59.0,99.0,40.0,36.0,12.0,443.0,30.0,30.0,50.0,80.0,6,2010-06-01,Espresso,Decaf Espresso,Decaf,6,2010
318,Louisiana,South,Small Market,30.0,67.0,113.0,46.0,37.0,14.0,449.0,40.0,20.0,40.0,60.0,6,2010-10-01,Espresso,Decaf Espresso,Decaf,10,2010
318,Louisiana,South,Small Market,45.0,67.0,120.0,46.0,37.0,14.0,449.0,40.0,20.0,40.0,60.0,6,2011-10-01,Espresso,Decaf Espresso,Decaf,10,2011
318,Louisiana,South,Small Market,40.0,63.0,113.0,43.0,36.0,13.0,466.0,20.0,30.0,50.0,80.0,6,2011-12-01,Espresso,Decaf Espresso,Decaf,12,2011
318,Louisiana,South,Small Market,32.0,60.0,106.0,46.0,28.0,15.0,587.0,40.0,40.0,60.0,100.0,8,2010-07-01,Herbal Tea,Chamomile,Decaf,7,2010
318,Louisiana,South,Small Market,55.0,90.0,159.0,69.0,35.0,22.0,572.0,60.0,60.0,90.0,150.0,8,2010-09-01,Herbal Tea,Chamomile,Decaf,9,2010
318,Louisiana,South,Small Market,55.0,63.0,125.0,49.0,29.0,16.0,623.0,40.0,40.0,60.0,100.0,8,2011-01-01,Herbal Tea,Chamomile,Decaf,1,2011
318,Louisiana,South,Small Market,52.0,63.0,119.0,49.0,28.0,16.0,617.0,40.0,40.0,60.0,100.0,8,2011-02-01,Herbal Tea,Chamomile,Decaf,2,2011
318,Louisiana,South,Small Market,50.0,62.0,117.0,48.0,28.0,15.0,611.0,40.0,40.0,60.0,100.0,8,2011-03-01,Herbal Tea,Chamomile,Decaf,3,2011
318,Louisiana,South,Small Market,129.0,133.0,251.0,103.0,46.0,33.0,564.0,110.0,80.0,130.0,210.0,8,2011-10-01,Herbal Tea,Chamomile,Decaf,10,2011
318,Louisiana,South,Small Market,39.0,104.0,189.0,85.0,65.0,32.0,476.0,40.0,80.0,100.0,180.0,9,2010-03-01,Herbal Tea,Lemon,Decaf,3,2010
318,Louisiana,South,Small Market,32.0,93.0,169.0,76.0,61.0,28.0,580.0,40.0,70.0,90.0,160.0,9,2010-06-01,Herbal Tea,Lemon,Decaf,6,2010
318,Louisiana,South,Small Market,31.0,93.0,169.0,76.0,62.0,28.0,613.0,40.0,70.0,90.0,160.0,9,2010-07-01,Herbal Tea,Lemon,Decaf,7,2010
318,Louisiana,South,Small Market,62.0,105.0,213.0,85.0,68.0,32.0,494.0,40.0,80.0,100.0,180.0,9,2011-01-01,Herbal Tea,Lemon,Decaf,1,2011
318,Louisiana,South,Small Market,44.0,93.0,167.0,76.0,57.0,28.0,580.0,40.0,70.0,90.0,160.0,9,2011-06-01,Herbal Tea,Lemon,Decaf,6,2011
318,Louisiana,South,Small Market,39.0,85.0,163.0,68.0,59.0,25.0,619.0,30.0,60.0,80.0,140.0,9,2011-12-01,Herbal Tea,Lemon,Decaf,12,2011
318,Louisiana,South,Small Market,2.0,90.0,155.0,65.0,88.0,58.0,342.0,10.0,50.0,80.0,130.0,4,2010-02-01,Espresso,Caffe Latte,Regular,2,2010
318,Louisiana,South,Small Market,1.0,87.0,150.0,63.0,86.0,57.0,187.0,0.0,50.0,70.0,120.0,4,2010-03-01,Espresso,Caffe Latte,Regular,3,2010
318,Louisiana,South,Small Market,-3.0,75.0,128.0,53.0,78.0,48.0,-267.0,10.0,40.0,70.0,110.0,4,2010-06-01,Espresso,Caffe Latte,Regular,6,2010
318,Louisiana,South,Small Market,2.0,87.0,149.0,62.0,85.0,56.0,619.0,0.0,50.0,70.0,120.0,4,2010-09-01,Espresso,Caffe Latte,Regular,9,2010
318,Louisiana,South,Small Market,1.0,84.0,144.0,60.0,83.0,54.0,619.0,10.0,30.0,60.0,90.0,4,2010-10-01,Espresso,Caffe Latte,Regular,10,2010
318,Louisiana,South,Small Market,3.0,90.0,165.0,65.0,88.0,58.0,342.0,10.0,50.0,80.0,130.0,4,2011-02-01,Espresso,Caffe Latte,Regular,2,2011
318,Louisiana,South,Small Market,3.0,87.0,159.0,62.0,85.0,56.0,619.0,0.0,50.0,70.0,120.0,4,2011-09-01,Espresso,Caffe Latte,Regular,9,2011
318,Louisiana,South,Small Market,1.0,86.0,157.0,61.0,85.0,55.0,619.0,10.0,40.0,70.0,110.0,4,2011-11-01,Espresso,Caffe Latte,Regular,11,2011
319,Iowa,Central,Small Market,11.0,27.0,45.0,18.0,16.0,5.0,821.0,20.0,10.0,30.0,40.0,1,2010-01-01,Coffee,Amaretto,Regular,1,2010
319,Iowa,Central,Small Market,17.0,36.0,61.0,25.0,19.0,7.0,854.0,30.0,20.0,40.0,60.0,1,2010-07-01,Coffee,Amaretto,Regular,7,2010
319,Iowa,Central,Small Market,13.0,29.0,48.0,19.0,16.0,5.0,848.0,20.0,20.0,30.0,50.0,1,2010-09-01,Coffee,Amaretto,Regular,9,2010
319,Iowa,Central,Small Market,15.0,27.0,48.0,18.0,17.0,5.0,818.0,20.0,10.0,30.0,40.0,1,2011-02-01,Coffee,Amaretto,Regular,2,2011
319,Iowa,Central,Small Market,17.0,29.0,49.0,20.0,16.0,5.0,829.0,20.0,20.0,30.0,50.0,1,2011-05-01,Coffee,Amaretto,Regular,5,2011
319,Iowa,Central,Small Market,25.0,35.0,57.0,23.0,16.0,6.0,843.0,30.0,20.0,40.0,60.0,1,2011-06-01,Coffee,Amaretto,Regular,6,2011
319,Iowa,Central,Small Market,26.0,38.0,62.0,25.0,18.0,7.0,851.0,30.0,20.0,40.0,60.0,1,2011-08-01,Coffee,Amaretto,Regular,8,2011
319,Iowa,Central,Small Market,19.0,29.0,51.0,19.0,16.0,5.0,848.0,20.0,20.0,30.0,50.0,1,2011-09-01,Coffee,Amaretto,Regular,9,2011
319,Iowa,Central,Small Market,6.0,35.0,63.0,28.0,29.0,8.0,961.0,20.0,20.0,40.0,60.0,2,2010-02-01,Coffee,Columbian,Regular,2,2010
319,Iowa,Central,Small Market,7.0,39.0,72.0,33.0,32.0,10.0,1003.0,20.0,30.0,40.0,70.0,2,2010-09-01,Coffee,Columbian,Regular,9,2010
319,Iowa,Central,Small Market,4.0,33.0,65.0,28.0,30.0,8.0,964.0,20.0,20.0,40.0,60.0,2,2011-04-01,Coffee,Columbian,Regular,4,2011
319,Iowa,Central,Small Market,12.0,41.0,74.0,34.0,30.0,10.0,1010.0,20.0,30.0,40.0,70.0,2,2011-07-01,Coffee,Columbian,Regular,7,2011
319,Iowa,Central,Small Market,21.0,49.0,89.0,41.0,32.0,12.0,1007.0,20.0,40.0,50.0,90.0,2,2011-08-01,Coffee,Columbian,Regular,8,2011
319,Iowa,Central,Small Market,9.0,28.0,49.0,21.0,19.0,6.0,614.0,20.0,20.0,30.0,50.0,3,2010-04-01,Coffee,Decaf Irish Cream,Decaf,4,2010
319,Iowa,Central,Small Market,-1.0,14.0,24.0,10.0,15.0,3.0,594.0,10.0,0.0,20.0,20.0,3,2010-12-01,Coffee,Decaf Irish Cream,Decaf,12,2010
319,Iowa,Central,Small Market,18.0,31.0,58.0,23.0,19.0,7.0,617.0,20.0,20.0,30.0,50.0,3,2011-03-01,Coffee,Decaf Irish Cream,Decaf,3,2011
319,Iowa,Central,Small Market,4.0,20.0,37.0,15.0,17.0,4.0,600.0,10.0,10.0,20.0,30.0,3,2011-09-01,Coffee,Decaf Irish Cream,Decaf,9,2011
319,Iowa,Central,Small Market,-4.0,13.0,25.0,10.0,16.0,3.0,596.0,10.0,0.0,20.0,20.0,3,2011-11-01,Coffee,Decaf Irish Cream,Decaf,11,2011
319,Iowa,Central,Small Market,11.0,28.0,47.0,19.0,17.0,5.0,774.0,20.0,20.0,30.0,50.0,5,2010-02-01,Espresso,Caffe Mocha,Regular,2,2010
319,Iowa,Central,Small Market,12.0,29.0,49.0,20.0,17.0,5.0,784.0,20.0,20.0,30.0,50.0,5,2010-05-01,Espresso,Caffe Mocha,Regular,5,2010
319,Iowa,Central,Small Market,18.0,35.0,58.0,23.0,17.0,6.0,800.0,50.0,20.0,50.0,70.0,5,2010-10-01,Espresso,Caffe Mocha,Regular,10,2010
319,Iowa,Central,Small Market,27.0,35.0,62.0,23.0,17.0,6.0,803.0,30.0,20.0,40.0,60.0,5,2011-09-01,Espresso,Caffe Mocha,Regular,9,2011
319,Iowa,Central,Small Market,31.0,43.0,43.0,0.0,12.0,0.0,602.0,40.0,0.0,50.0,50.0,6,2010-06-01,Espresso,Decaf Espresso,Decaf,6,2010
319,Iowa,Central,Small Market,32.0,43.0,43.0,0.0,11.0,0.0,473.0,40.0,0.0,50.0,50.0,6,2010-09-01,Espresso,Decaf Espresso,Decaf,9,2010
319,Iowa,Central,Small Market,47.0,43.0,46.0,0.0,11.0,0.0,774.0,40.0,0.0,50.0,50.0,6,2011-02-01,Espresso,Decaf Espresso,Decaf,2,2011
319,Iowa,Central,Small Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,8,2010-07-01,Herbal Tea,Chamomile,Decaf,7,2010
319,Iowa,Central,Small Market,40.0,76.0,138.0,60.0,110.0,22.0,1433.0,40.0,50.0,70.0,130.0,8,2011-05-01,Herbal Tea,Chamomile,Decaf,5,2011
319,Iowa,Central,Small Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,8,2011-09-01,Herbal Tea,Chamomile,Decaf,9,2011
319,Iowa,Central,Small Market,40.0,76.0,138.0,60.0,46.0,22.0,619.0,40.0,50.0,70.0,130.0,8,2011-10-01,Herbal Tea,Chamomile,Decaf,10,2011
319,Iowa,Central,Small Market,102.0,158.0,267.0,109.0,56.0,34.0,585.0,110.0,90.0,140.0,230.0,9,2010-03-01,Herbal Tea,Lemon,Decaf,3,2010
319,Iowa,Central,Small Market,115.0,178.0,301.0,123.0,63.0,39.0,611.0,120.0,100.0,160.0,260.0,9,2010-04-01,Herbal Tea,Lemon,Decaf,4,2010
319,Iowa,Central,Small Market,136.0,204.0,345.0,141.0,68.0,45.0,764.0,140.0,120.0,180.0,300.0,9,2010-06-01,Herbal Tea,Lemon,Decaf,6,2010
319,Iowa,Central,Small Market,150.0,222.0,376.0,154.0,72.0,49.0,833.0,150.0,130.0,200.0,330.0,9,2010-07-01,Herbal Tea,Lemon,Decaf,7,2010
319,Iowa,Central,Small Market,123.0,185.0,312.0,127.0,62.0,40.0,830.0,120.0,120.0,170.0,290.0,9,2010-12-01,Herbal Tea,Lemon,Decaf,12,2010
319,Iowa,Central,Small Market,171.0,178.0,321.0,123.0,63.0,39.0,611.0,120.0,100.0,160.0,260.0,9,2011-04-01,Herbal Tea,Lemon,Decaf,4,2011
319,Iowa,Central,Small Market,148.0,239.0,138.0,60.0,91.0,66.0,1464.0,140.0,50.0,220.0,130.0,11,2010-04-01,Tea,Darjeeling,Regular,4,2010
319,Iowa,Central,Small Market,40.0,228.0,138.0,60.0,91.0,63.0,1459.0,140.0,50.0,210.0,400.0,11,2011-01-01,Tea,Darjeeling,Regular,1,2011
319,Iowa,Central,Small Market,40.0,76.0,138.0,60.0,89.0,72.0,1559.0,150.0,50.0,230.0,130.0,11,2011-05-01,Tea,Darjeeling,Regular,5,2011
319,Iowa,Central,Small Market,40.0,76.0,138.0,60.0,92.0,74.0,619.0,150.0,50.0,240.0,130.0,11,2011-08-01,Tea,Darjeeling,Regular,8,2011
319,Iowa,Central,Small Market,175.0,76.0,138.0,60.0,46.0,22.0,1419.0,160.0,50.0,70.0,130.0,12,2010-01-01,Tea,Earl Grey,Regular,1,2010
319,Iowa,Central,Small Market,197.0,76.0,138.0,60.0,46.0,22.0,619.0,170.0,50.0,70.0,130.0,12,2010-07-01,Tea,Earl Grey,Regular,7,2010
319,Iowa,Central,Small Market,173.0,76.0,138.0,60.0,46.0,22.0,619.0,130.0,50.0,250.0,130.0,12,2010-11-01,Tea,Earl Grey,Regular,11,2010
321,Florida,East,Major Market,74.0,125.0,214.0,89.0,51.0,27.0,481.0,80.0,80.0,120.0,200.0,3,2010-03-01,Coffee,Decaf Irish Cream,Decaf,3,2010
321,Florida,East,Major Market,100.0,159.0,273.0,114.0,59.0,35.0,555.0,100.0,100.0,150.0,250.0,3,2010-05-01,Coffee,Decaf Irish Cream,Decaf,5,2010
321,Florida,East,Major Market,102.0,161.0,277.0,116.0,59.0,35.0,678.0,100.0,110.0,150.0,260.0,3,2010-08-01,Coffee,Decaf Irish Cream,Decaf,8,2010
321,Florida,East,Major Market,120.0,134.0,245.0,96.0,53.0,29.0,666.0,80.0,90.0,120.0,210.0,3,2011-09-01,Coffee,Decaf Irish Cream,Decaf,9,2011
321,Florida,East,Major Market,72.0,77.0,129.0,53.0,23.0,14.0,803.0,70.0,50.0,90.0,140.0,13,2011-05-01,Tea,Green Tea,Regular,5,2011
321,Florida,East,Major Market,45.0,51.0,91.0,34.0,21.0,9.0,863.0,40.0,30.0,50.0,80.0,13,2011-12-01,Tea,Green Tea,Regular,12,2011
321,Florida,East,Major Market,25.0,132.0,242.0,95.0,46.0,22.0,532.0,30.0,90.0,130.0,220.0,5,2011-03-01,Espresso,Caffe Mocha,Regular,3,2011
321,Florida,East,Major Market,63.0,121.0,212.0,91.0,58.0,30.0,533.0,80.0,80.0,120.0,200.0,6,2010-06-01,Espresso,Decaf Espresso,Decaf,6,2010
321,Florida,East,Major Market,89.0,116.0,215.0,86.0,56.0,28.0,547.0,90.0,70.0,110.0,180.0,6,2011-10-01,Espresso,Decaf Espresso,Decaf,10,2011
321,Florida,East,Major Market,46.0,58.0,110.0,45.0,27.0,14.0,605.0,30.0,30.0,50.0,80.0,8,2011-04-01,Herbal Tea,Chamomile,Decaf,4,2011
321,Florida,East,Major Market,61.0,81.0,168.0,69.0,44.0,21.0,965.0,40.0,50.0,60.0,110.0,10,2011-01-01,Herbal Tea,Mint,Decaf,1,2011
321,Florida,East,Major Market,39.0,45.0,80.0,30.0,19.0,8.0,882.0,30.0,30.0,40.0,70.0,11,2011-12-01,Tea,Darjeeling,Regular,12,2011
323,California,West,Major Market,27.0,173.0,298.0,125.0,46.0,22.0,700.0,30.0,120.0,160.0,280.0,5,2010-03-01,Espresso,Caffe Mocha,Regular,3,2010
323,California,West,Major Market,40.0,173.0,318.0,125.0,46.0,22.0,700.0,30.0,120.0,160.0,280.0,5,2011-03-01,Espresso,Caffe Mocha,Regular,3,2011
323,California,West,Major Market,40.0,76.0,138.0,60.0,113.0,22.0,1260.0,40.0,50.0,70.0,130.0,6,2011-03-01,Espresso,Decaf Espresso,Decaf,3,2011
323,California,West,Major Market,40.0,76.0,138.0,60.0,88.0,66.0,923.0,170.0,180.0,230.0,130.0,9,2011-03-01,Herbal Tea,Lemon,Decaf,3,2011
323,California,West,Major Market,40.0,52.0,98.0,40.0,25.0,13.0,536.0,30.0,30.0,50.0,80.0,10,2011-11-01,Herbal Tea,Mint,Decaf,11,2011
323,California,West,Major Market,43.0,56.0,106.0,43.0,27.0,14.0,531.0,30.0,40.0,50.0,90.0,10,2011-12-01,Herbal Tea,Mint,Decaf,12,2011
323,California,West,Major Market,199.0,179.0,322.0,123.0,45.0,34.0,959.0,110.0,90.0,130.0,220.0,11,2011-12-01,Tea,Darjeeling,Regular,12,2011
323,California,West,Major Market,40.0,228.0,138.0,60.0,92.0,63.0,1459.0,150.0,50.0,220.0,130.0,4,2011-01-01,Espresso,Caffe Latte,Regular,1,2011
325,Texas,South,Major Market,68.0,107.0,190.0,83.0,39.0,27.0,623.0,100.0,100.0,130.0,230.0,3,2010-01-01,Coffee,Decaf Irish Cream,Decaf,1,2010
325,Texas,South,Major Market,71.0,112.0,199.0,87.0,41.0,28.0,564.0,110.0,100.0,140.0,240.0,3,2010-07-01,Coffee,Decaf Irish Cream,Decaf,7,2010
325,Texas,South,Major Market,42.0,74.0,132.0,58.0,32.0,19.0,548.0,70.0,70.0,90.0,160.0,3,2010-09-01,Coffee,Decaf Irish Cream,Decaf,9,2010
325,Texas,South,Major Market,95.0,130.0,219.0,89.0,35.0,24.0,777.0,90.0,70.0,110.0,180.0,5,2010-01-01,Espresso,Caffe Mocha,Regular,1,2010
325,Texas,South,Major Market,96.0,132.0,223.0,91.0,36.0,25.0,777.0,100.0,70.0,120.0,190.0,5,2010-04-01,Espresso,Caffe Mocha,Regular,4,2010
325,Texas,South,Major Market,126.0,118.0,212.0,81.0,33.0,22.0,588.0,90.0,60.0,110.0,170.0,6,2011-09-01,Espresso,Decaf Espresso,Decaf,9,2011
325,Texas,South,Major Market,39.0,71.0,131.0,52.0,45.0,17.0,405.0,70.0,30.0,80.0,110.0,8,2011-10-01,Herbal Tea,Chamomile,Decaf,10,2011
325,Texas,South,Major Market,42.0,73.0,135.0,54.0,45.0,17.0,424.0,30.0,50.0,60.0,110.0,8,2011-12-01,Herbal Tea,Chamomile,Decaf,12,2011
325,Texas,South,Major Market,27.0,64.0,107.0,43.0,37.0,13.0,363.0,30.0,40.0,60.0,100.0,9,2010-04-01,Herbal Tea,Lemon,Decaf,4,2010
325,Texas,South,Major Market,56.0,76.0,136.0,52.0,38.0,16.0,357.0,50.0,40.0,80.0,120.0,9,2011-02-01,Herbal Tea,Lemon,Decaf,2,2011
325,Texas,South,Major Market,54.0,108.0,180.0,72.0,54.0,23.0,189.0,50.0,60.0,90.0,150.0,4,2010-03-01,Espresso,Caffe Latte,Regular,3,2010
330,Ohio,Central,Major Market,27.0,71.0,123.0,52.0,44.0,17.0,361.0,40.0,50.0,70.0,120.0,1,2010-05-01,Coffee,Amaretto,Regular,5,2010
330,Ohio,Central,Major Market,33.0,79.0,138.0,59.0,46.0,19.0,411.0,50.0,50.0,80.0,130.0,1,2010-11-01,Coffee,Amaretto,Regular,11,2010
330,Ohio,Central,Major Market,53.0,80.0,157.0,60.0,48.0,19.0,336.0,50.0,60.0,80.0,140.0,1,2011-01-01,Coffee,Amaretto,Regular,1,2011
330,Ohio,Central,Major Market,49.0,80.0,149.0,60.0,47.0,19.0,329.0,50.0,60.0,80.0,140.0,1,2011-02-01,Coffee,Amaretto,Regular,2,2011
