profit,margin,sales,cogs,total_expenses,marketing,inventory,budget_profit,budget_margin,budget_sales,market_encoding,market_size_encoding,año_encoding,Coffee,Espresso,Herbal Tea,Tea
94.0,107.0,188.0,83.0,36.0,27.0,574.0,100.0,130.0,230.0,4,1,1,1,0,0,0
88.0,124.0,210.0,86.0,36.0,24.0,499.0,90.0,110.0,180.0,4,1,0,0,1,0,0
77.0,79.0,142.0,54.0,27.0,15.0,601.0,40.0,60.0,100.0,4,1,1,0,1,0,0
19.0,62.0,108.0,46.0,43.0,15.0,415.0,30.0,60.0,100.0,4,1,0,0,0,1,0
42.0,64.0,114.0,43.0,36.0,13.0,419.0,50.0,60.0,90.0,4,1,1,0,0,1,0
36.0,60.0,108.0,41.0,36.0,13.0,435.0,30.0,60.0,90.0,4,1,1,0,0,1,0
30.0,79.0,131.0,52.0,49.0,17.0,619.0,40.0,70.0,110.0,4,1,0,0,1,0,0
40.0,76.0,138.0,60.0,96.0,74.0,1246.0,40.0,70.0,130.0,4,1,1,1,0,0,0
40.0,76.0,138.0,60.0,91.0,69.0,1272.0,40.0,70.0,130.0,4,1,1,1,0,0,0
68.0,107.0,190.0,83.0,39.0,27.0,613.0,100.0,130.0,230.0,4,1,0,1,0,0,0
166.0,163.0,274.0,113.0,40.0,31.0,897.0,120.0,140.0,230.0,4,1,1,0,1,0,0
116.0,111.0,199.0,76.0,33.0,21.0,580.0,80.0,80.0,120.0,4,1,1,0,1,0,0
38.0,76.0,128.0,52.0,38.0,16.0,357.0,50.0,80.0,120.0,4,1,0,0,0,1,0
46.0,90.0,165.0,75.0,44.0,23.0,956.0,70.0,110.0,200.0,2,0,0,1,0,0,0
45.0,89.0,163.0,74.0,44.0,22.0,949.0,70.0,110.0,200.0,2,0,0,1,0,0,0
47.0,91.0,167.0,76.0,44.0,23.0,965.0,70.0,110.0,200.0,2,0,0,1,0,0,0
38.0,80.0,148.0,68.0,42.0,21.0,998.0,60.0,100.0,180.0,2,0,0,1,0,0,0
36.0,77.0,142.0,65.0,41.0,20.0,1042.0,60.0,90.0,170.0,2,0,0,1,0,0,0
32.0,72.0,132.0,60.0,40.0,18.0,1070.0,60.0,90.0,160.0,2,0,0,1,0,0,0
36.0,77.0,142.0,65.0,41.0,20.0,1053.0,90.0,110.0,200.0,2,0,0,1,0,0,0
36.0,76.0,139.0,63.0,40.0,19.0,1075.0,50.0,90.0,160.0,2,0,0,1,0,0,0
67.0,89.0,174.0,74.0,44.0,22.0,949.0,70.0,110.0,200.0,2,0,1,1,0,0,0
52.0,80.0,147.0,68.0,39.0,21.0,998.0,60.0,100.0,180.0,2,0,1,1,0,0,0
50.0,77.0,141.0,65.0,38.0,20.0,1042.0,60.0,90.0,170.0,2,0,1,1,0,0,0
33.0,60.0,109.0,50.0,33.0,15.0,1064.0,40.0,70.0,130.0,2,0,1,1,0,0,0
49.0,74.0,145.0,62.0,41.0,19.0,1059.0,70.0,100.0,170.0,2,0,1,1,0,0,0
53.0,77.0,151.0,65.0,41.0,20.0,1053.0,90.0,110.0,200.0,2,0,1,1,0,0,0
58.0,81.0,160.0,69.0,42.0,21.0,1060.0,50.0,90.0,170.0,2,0,1,1,0,0,0
53.0,76.0,148.0,63.0,40.0,19.0,1075.0,50.0,90.0,160.0,2,0,1,1,0,0,0
30.0,75.0,130.0,55.0,45.0,18.0,312.0,70.0,100.0,160.0,2,0,0,1,0,0,0
30.0,75.0,130.0,55.0,45.0,18.0,305.0,70.0,100.0,160.0,2,0,0,1,0,0,0
25.0,68.0,119.0,51.0,43.0,16.0,311.0,50.0,80.0,140.0,2,0,0,1,0,0,0
22.0,65.0,113.0,48.0,43.0,15.0,334.0,50.0,80.0,140.0,2,0,0,1,0,0,0
15.0,56.0,98.0,42.0,41.0,13.0,384.0,40.0,70.0,120.0,2,0,0,1,0,0,0
22.0,65.0,113.0,48.0,43.0,15.0,380.0,50.0,80.0,140.0,2,0,0,1,0,0,0
22.0,64.0,111.0,47.0,42.0,15.0,375.0,80.0,100.0,150.0,2,0,0,1,0,0,0
27.0,71.0,124.0,53.0,44.0,17.0,380.0,50.0,80.0,140.0,2,0,0,1,0,0,0
47.0,75.0,145.0,55.0,47.0,18.0,312.0,70.0,100.0,160.0,2,0,1,1,0,0,0
45.0,75.0,139.0,55.0,45.0,18.0,305.0,70.0,100.0,160.0,2,0,1,1,0,0,0
37.0,68.0,127.0,51.0,43.0,16.0,311.0,50.0,80.0,140.0,2,0,1,1,0,0,0
30.0,65.0,112.0,48.0,40.0,15.0,334.0,50.0,80.0,140.0,2,0,1,1,0,0,0
26.0,62.0,107.0,46.0,40.0,15.0,367.0,50.0,80.0,130.0,2,0,1,1,0,0,0
22.0,57.0,99.0,43.0,38.0,14.0,388.0,40.0,70.0,120.0,2,0,1,1,0,0,0
21.0,56.0,97.0,42.0,38.0,13.0,384.0,40.0,70.0,120.0,2,0,1,1,0,0,0
33.0,64.0,118.0,47.0,42.0,15.0,375.0,80.0,100.0,150.0,2,0,1,1,0,0,0
40.0,71.0,132.0,53.0,44.0,17.0,380.0,50.0,80.0,140.0,2,0,1,1,0,0,0
31.0,65.0,121.0,49.0,44.0,16.0,392.0,50.0,80.0,130.0,2,0,1,1,0,0,0
41.0,107.0,193.0,86.0,66.0,32.0,484.0,80.0,140.0,240.0,2,0,0,1,0,0,0
38.0,104.0,189.0,85.0,66.0,32.0,476.0,70.0,130.0,230.0,2,0,0,1,0,0,0
34.0,98.0,178.0,80.0,64.0,30.0,494.0,70.0,120.0,220.0,2,0,0,1,0,0,0
34.0,96.0,173.0,77.0,62.0,29.0,529.0,70.0,120.0,210.0,2,0,0,1,0,0,0
32.0,93.0,169.0,76.0,61.0,28.0,580.0,70.0,120.0,210.0,2,0,0,1,0,0,0
31.0,93.0,169.0,76.0,62.0,28.0,613.0,70.0,120.0,210.0,2,0,0,1,0,0,0
27.0,88.0,160.0,72.0,61.0,27.0,606.0,60.0,110.0,200.0,2,0,0,1,0,0,0
34.0,98.0,177.0,79.0,64.0,30.0,593.0,120.0,160.0,260.0,2,0,0,1,0,0,0
26.0,85.0,153.0,68.0,59.0,25.0,619.0,50.0,100.0,180.0,2,0,0,1,0,0,0
61.0,107.0,206.0,86.0,66.0,32.0,484.0,80.0,140.0,240.0,2,0,1,1,0,0,0
56.0,104.0,201.0,85.0,66.0,32.0,476.0,70.0,130.0,230.0,2,0,1,1,0,0,0
47.0,96.0,171.0,77.0,58.0,29.0,529.0,70.0,120.0,210.0,2,0,1,1,0,0,0
44.0,93.0,167.0,76.0,57.0,28.0,580.0,70.0,120.0,210.0,2,0,1,1,0,0,0
43.0,93.0,167.0,76.0,58.0,28.0,613.0,70.0,120.0,210.0,2,0,1,1,0,0,0
36.0,83.0,160.0,67.0,59.0,25.0,599.0,50.0,100.0,180.0,2,0,1,1,0,0,0
50.0,98.0,189.0,79.0,64.0,30.0,593.0,120.0,160.0,260.0,2,0,1,1,0,0,0
56.0,102.0,196.0,82.0,64.0,31.0,601.0,60.0,120.0,210.0,2,0,1,1,0,0,0
-9.0,36.0,65.0,29.0,45.0,11.0,169.0,10.0,30.0,40.0,2,0,0,0,0,0,1
-6.0,38.0,68.0,30.0,44.0,11.0,165.0,10.0,30.0,40.0,2,0,0,0,0,0,1
-4.0,42.0,75.0,33.0,46.0,12.0,162.0,10.0,30.0,50.0,2,0,0,0,0,0,1
-8.0,36.0,65.0,29.0,44.0,11.0,169.0,10.0,30.0,40.0,2,0,0,0,0,0,1
-3.0,43.0,78.0,35.0,46.0,13.0,204.0,10.0,30.0,50.0,2,0,0,0,0,0,1
1.0,49.0,89.0,40.0,48.0,15.0,219.0,20.0,40.0,60.0,2,0,0,0,0,0,1
-9.0,36.0,65.0,29.0,45.0,11.0,215.0,10.0,30.0,40.0,2,0,0,0,0,0,1
-13.0,30.0,54.0,24.0,43.0,9.0,212.0,0.0,20.0,30.0,2,0,0,0,0,0,1
-12.0,31.0,56.0,25.0,43.0,9.0,209.0,10.0,20.0,20.0,2,0,0,0,0,0,1
-15.0,25.0,45.0,20.0,40.0,7.0,218.0,0.0,20.0,30.0,2,0,0,0,0,0,1
-14.0,36.0,73.0,29.0,47.0,11.0,169.0,10.0,30.0,40.0,2,0,1,0,0,0,1
-9.0,38.0,72.0,30.0,44.0,11.0,165.0,10.0,30.0,40.0,2,0,1,0,0,0,1
-6.0,42.0,80.0,33.0,46.0,12.0,162.0,10.0,30.0,50.0,2,0,1,0,0,0,1
-4.0,43.0,77.0,35.0,43.0,13.0,204.0,10.0,30.0,50.0,2,0,1,0,0,0,1
1.0,49.0,88.0,40.0,45.0,15.0,219.0,20.0,40.0,60.0,2,0,1,0,0,0,1
-12.0,36.0,64.0,29.0,42.0,11.0,215.0,10.0,30.0,40.0,2,0,1,0,0,0,1
-19.0,30.0,58.0,24.0,43.0,9.0,212.0,0.0,20.0,30.0,2,0,1,0,0,0,1
-18.0,31.0,60.0,25.0,43.0,9.0,209.0,10.0,20.0,20.0,2,0,1,0,0,0,1
-4.0,42.0,81.0,34.0,45.0,12.0,211.0,0.0,30.0,50.0,2,0,1,0,0,0,1
-22.0,25.0,48.0,20.0,40.0,7.0,218.0,0.0,20.0,30.0,2,0,1,0,0,0,1
34.0,63.0,112.0,49.0,29.0,16.0,623.0,40.0,60.0,100.0,2,0,0,0,1,0,0
36.0,63.0,111.0,48.0,27.0,15.0,599.0,40.0,60.0,100.0,2,0,0,0,1,0,0
35.0,63.0,111.0,48.0,28.0,15.0,593.0,40.0,60.0,100.0,2,0,0,0,1,0,0
56.0,90.0,159.0,69.0,34.0,22.0,572.0,60.0,90.0,150.0,2,0,0,0,1,0,0
85.0,130.0,231.0,101.0,45.0,33.0,552.0,90.0,130.0,220.0,2,0,0,0,1,0,0
77.0,120.0,214.0,94.0,43.0,31.0,540.0,70.0,110.0,200.0,2,0,0,0,1,0,0
53.0,63.0,125.0,49.0,30.0,16.0,623.0,40.0,60.0,100.0,2,0,1,0,1,0,0
52.0,63.0,119.0,49.0,28.0,16.0,617.0,40.0,60.0,100.0,2,0,1,0,1,0,0
55.0,67.0,127.0,52.0,30.0,17.0,605.0,50.0,70.0,110.0,2,0,1,0,1,0,0
50.0,63.0,110.0,48.0,25.0,15.0,599.0,40.0,60.0,100.0,2,0,1,0,1,0,0
44.0,60.0,105.0,46.0,26.0,15.0,587.0,40.0,60.0,100.0,2,0,1,0,1,0,0
86.0,99.0,174.0,77.0,34.0,25.0,581.0,60.0,90.0,160.0,2,0,1,0,1,0,0
129.0,133.0,251.0,103.0,46.0,33.0,564.0,110.0,130.0,210.0,2,0,1,0,1,0,0
114.0,120.0,228.0,94.0,43.0,31.0,540.0,70.0,110.0,200.0,2,0,1,0,1,0,0
47.0,73.0,123.0,50.0,26.0,14.0,821.0,50.0,70.0,110.0,2,0,0,0,1,0,0
48.0,73.0,123.0,50.0,25.0,14.0,814.0,50.0,70.0,110.0,2,0,0,0,1,0,0
47.0,72.0,121.0,49.0,25.0,13.0,809.0,50.0,70.0,110.0,2,0,0,0,1,0,0
43.0,68.0,115.0,47.0,25.0,13.0,821.0,50.0,70.0,110.0,2,0,0,0,1,0,0
42.0,65.0,109.0,44.0,23.0,12.0,844.0,40.0,60.0,100.0,2,0,0,0,1,0,0
34.0,55.0,92.0,37.0,21.0,10.0,876.0,40.0,50.0,80.0,2,0,0,0,1,0,0
28.0,49.0,83.0,34.0,21.0,9.0,890.0,30.0,40.0,70.0,2,0,0,0,1,0,0
40.0,64.0,108.0,44.0,24.0,12.0,886.0,40.0,60.0,100.0,2,0,0,0,1,0,0
37.0,59.0,99.0,40.0,22.0,11.0,881.0,60.0,60.0,80.0,2,0,0,0,1,0,0
52.0,78.0,132.0,54.0,26.0,15.0,885.0,50.0,70.0,120.0,2,0,0,0,1,0,0
47.0,73.0,123.0,50.0,26.0,14.0,898.0,50.0,70.0,110.0,2,0,0,0,1,0,0
73.0,73.0,138.0,50.0,27.0,14.0,821.0,50.0,70.0,110.0,2,0,1,0,1,0,0
71.0,73.0,131.0,50.0,25.0,14.0,814.0,50.0,70.0,110.0,2,0,1,0,1,0,0
70.0,72.0,129.0,49.0,25.0,13.0,809.0,50.0,70.0,110.0,2,0,1,0,1,0,0
64.0,68.0,123.0,47.0,25.0,13.0,821.0,50.0,70.0,110.0,2,0,1,0,1,0,0
58.0,65.0,108.0,44.0,21.0,12.0,844.0,40.0,60.0,100.0,2,0,1,0,1,0,0
47.0,55.0,91.0,37.0,20.0,10.0,876.0,40.0,50.0,80.0,2,0,1,0,1,0,0
43.0,52.0,86.0,35.0,20.0,9.0,894.0,40.0,50.0,80.0,2,0,1,0,1,0,0
39.0,49.0,82.0,34.0,20.0,9.0,890.0,30.0,40.0,70.0,2,0,1,0,1,0,0
59.0,64.0,115.0,44.0,24.0,12.0,886.0,40.0,60.0,100.0,2,0,1,0,1,0,0
55.0,59.0,106.0,40.0,22.0,11.0,881.0,60.0,60.0,80.0,2,0,1,0,1,0,0
77.0,78.0,141.0,54.0,26.0,15.0,885.0,50.0,70.0,120.0,2,0,1,0,1,0,0
70.0,73.0,131.0,50.0,26.0,14.0,898.0,50.0,70.0,110.0,2,0,1,0,1,0,0
24.0,60.0,101.0,41.0,36.0,13.0,236.0,30.0,50.0,80.0,2,0,0,0,0,1,0
28.0,64.0,107.0,43.0,36.0,13.0,231.0,40.0,60.0,90.0,2,0,0,0,0,1,0
34.0,72.0,121.0,49.0,38.0,15.0,241.0,30.0,60.0,100.0,2,0,0,0,0,1,0
34.0,74.0,125.0,51.0,40.0,16.0,265.0,40.0,70.0,110.0,2,0,0,0,0,1,0
42.0,82.0,138.0,56.0,40.0,17.0,302.0,50.0,80.0,120.0,2,0,0,0,0,1,0
48.0,90.0,151.0,61.0,42.0,19.0,329.0,60.0,80.0,130.0,2,0,0,0,0,1,0
34.0,71.0,120.0,49.0,37.0,15.0,315.0,40.0,60.0,100.0,2,0,0,0,0,1,0
36.0,75.0,127.0,52.0,39.0,16.0,327.0,40.0,70.0,110.0,2,0,0,0,0,1,0
33.0,55.0,104.0,38.0,36.0,12.0,241.0,30.0,50.0,80.0,2,0,1,0,0,1,0
36.0,60.0,108.0,41.0,36.0,13.0,236.0,30.0,50.0,80.0,2,0,1,0,0,1,0
42.0,64.0,114.0,43.0,36.0,13.0,231.0,40.0,60.0,90.0,2,0,1,0,0,1,0
47.0,74.0,124.0,51.0,37.0,16.0,265.0,40.0,70.0,110.0,2,0,1,0,0,1,0
58.0,82.0,137.0,56.0,37.0,17.0,302.0,50.0,80.0,120.0,2,0,1,0,0,1,0
66.0,90.0,150.0,61.0,39.0,19.0,329.0,60.0,80.0,130.0,2,0,1,0,0,1,0
68.0,90.0,150.0,61.0,38.0,19.0,322.0,60.0,80.0,130.0,2,0,1,0,0,1,0
45.0,67.0,120.0,46.0,37.0,14.0,316.0,30.0,60.0,100.0,2,0,1,0,0,1,0
53.0,75.0,135.0,52.0,39.0,16.0,327.0,40.0,70.0,110.0,2,0,1,0,0,1,0
25.0,72.0,120.0,48.0,47.0,15.0,372.0,30.0,60.0,100.0,2,0,0,0,0,1,0
24.0,69.0,114.0,45.0,45.0,14.0,366.0,40.0,70.0,100.0,2,0,0,0,0,1,0
26.0,72.0,119.0,47.0,46.0,15.0,361.0,30.0,60.0,100.0,2,0,0,0,0,1,0
28.0,75.0,125.0,50.0,47.0,16.0,372.0,40.0,70.0,110.0,2,0,0,0,0,1,0
32.0,80.0,132.0,52.0,48.0,17.0,397.0,40.0,70.0,110.0,2,0,0,0,0,1,0
42.0,94.0,156.0,62.0,52.0,20.0,436.0,50.0,80.0,130.0,2,0,0,0,0,1,0
44.0,96.0,160.0,64.0,52.0,21.0,467.0,60.0,90.0,140.0,2,0,0,0,0,1,0
44.0,96.0,160.0,64.0,52.0,21.0,460.0,60.0,90.0,140.0,2,0,0,0,0,1,0
34.0,84.0,139.0,55.0,50.0,18.0,453.0,50.0,80.0,120.0,2,0,0,0,0,1,0
23.0,69.0,114.0,45.0,46.0,14.0,447.0,60.0,70.0,90.0,2,0,0,0,0,1,0
20.0,66.0,109.0,43.0,46.0,14.0,452.0,30.0,60.0,100.0,2,0,0,0,0,1,0
39.0,72.0,134.0,48.0,49.0,15.0,372.0,30.0,60.0,100.0,2,0,1,0,0,1,0
36.0,69.0,121.0,45.0,45.0,14.0,366.0,40.0,70.0,100.0,2,0,1,0,0,1,0
39.0,72.0,127.0,47.0,46.0,15.0,361.0,30.0,60.0,100.0,2,0,1,0,0,1,0
42.0,75.0,133.0,50.0,47.0,16.0,372.0,40.0,70.0,110.0,2,0,1,0,0,1,0
44.0,80.0,131.0,52.0,45.0,17.0,397.0,40.0,70.0,110.0,2,0,1,0,0,1,0
61.0,96.0,159.0,64.0,48.0,21.0,467.0,60.0,90.0,140.0,2,0,1,0,0,1,0
61.0,96.0,159.0,64.0,48.0,21.0,460.0,60.0,90.0,140.0,2,0,1,0,0,1,0
50.0,84.0,148.0,55.0,50.0,18.0,453.0,50.0,80.0,120.0,2,0,1,0,0,1,0
34.0,69.0,121.0,45.0,46.0,14.0,447.0,60.0,70.0,90.0,2,0,1,0,0,1,0
30.0,66.0,116.0,43.0,46.0,14.0,452.0,30.0,60.0,100.0,2,0,1,0,0,1,0
42.0,74.0,130.0,48.0,46.0,15.0,462.0,40.0,70.0,110.0,2,0,1,0,0,1,0
-40.0,11.0,99.0,88.0,51.0,27.0,525.0,-30.0,10.0,80.0,2,0,0,0,0,1,0
-31.0,18.0,102.0,84.0,49.0,26.0,625.0,-30.0,10.0,80.0,2,0,0,0,0,1,0
-11.0,40.0,133.0,93.0,51.0,28.0,840.0,0.0,40.0,110.0,2,0,0,0,0,1,0
-15.0,38.0,136.0,98.0,53.0,30.0,973.0,-10.0,30.0,110.0,2,0,0,0,0,1,0
-33.0,25.0,141.0,116.0,58.0,35.0,1142.0,-10.0,30.0,120.0,2,0,0,0,0,1,0
-27.0,23.0,109.0,86.0,50.0,26.0,619.0,0.0,20.0,80.0,2,0,0,0,0,1,0
17.0,68.0,160.0,92.0,51.0,28.0,619.0,20.0,60.0,140.0,2,0,0,0,0,1,0
-62.0,11.0,111.0,88.0,54.0,27.0,525.0,-30.0,10.0,80.0,2,0,1,0,0,1,0
-46.0,18.0,109.0,84.0,49.0,26.0,625.0,-30.0,10.0,80.0,2,0,1,0,0,1,0
-16.0,40.0,142.0,93.0,51.0,28.0,840.0,0.0,40.0,110.0,2,0,1,0,0,1,0
-46.0,25.0,140.0,116.0,54.0,35.0,1142.0,-10.0,30.0,120.0,2,0,1,0,0,1,0
-67.0,11.0,123.0,104.0,56.0,32.0,1574.0,-20.0,20.0,100.0,2,0,1,0,0,1,0
-40.0,23.0,116.0,86.0,50.0,26.0,619.0,0.0,20.0,80.0,2,0,1,0,0,1,0
-12.0,40.0,130.0,82.0,48.0,25.0,619.0,0.0,40.0,110.0,2,0,1,0,0,1,0
25.0,68.0,171.0,92.0,51.0,28.0,619.0,20.0,60.0,140.0,2,0,1,0,0,1,0
-10.0,53.0,90.0,37.0,63.0,34.0,261.0,0.0,40.0,60.0,2,0,0,0,0,0,1
-7.0,61.0,104.0,43.0,68.0,39.0,256.0,10.0,50.0,70.0,2,0,0,0,0,0,1
-6.0,63.0,107.0,44.0,69.0,40.0,261.0,10.0,50.0,70.0,2,0,0,0,0,0,1
-8.0,61.0,104.0,43.0,69.0,39.0,282.0,10.0,50.0,70.0,2,0,0,0,0,0,1
0.0,82.0,141.0,59.0,82.0,53.0,338.0,10.0,60.0,90.0,2,0,0,0,0,0,1
-7.0,62.0,106.0,44.0,69.0,40.0,325.0,10.0,50.0,70.0,2,0,0,0,0,0,1
-7.0,62.0,106.0,44.0,69.0,40.0,325.0,-10.0,40.0,70.0,2,0,0,0,0,0,1
-4.0,69.0,118.0,49.0,73.0,44.0,335.0,0.0,50.0,80.0,2,0,0,0,0,0,1
-16.0,53.0,101.0,37.0,66.0,34.0,261.0,0.0,40.0,60.0,2,0,1,0,0,0,1
-10.0,63.0,114.0,44.0,70.0,40.0,251.0,10.0,50.0,70.0,2,0,1,0,0,0,1
-9.0,63.0,114.0,44.0,69.0,40.0,261.0,10.0,50.0,70.0,2,0,1,0,0,0,1
-11.0,61.0,103.0,43.0,64.0,39.0,282.0,10.0,50.0,70.0,2,0,1,0,0,0,1
-4.0,73.0,124.0,52.0,71.0,47.0,313.0,0.0,50.0,80.0,2,0,1,0,0,0,1
3.0,88.0,150.0,63.0,80.0,57.0,332.0,10.0,60.0,100.0,2,0,1,0,0,0,1
-9.0,64.0,116.0,45.0,70.0,41.0,320.0,20.0,40.0,50.0,2,0,1,0,0,0,1
-10.0,62.0,113.0,44.0,69.0,40.0,325.0,-10.0,40.0,70.0,2,0,1,0,0,0,1
-6.0,69.0,126.0,49.0,73.0,44.0,335.0,0.0,50.0,80.0,2,0,1,0,0,0,1
9.0,47.0,82.0,35.0,38.0,11.0,196.0,10.0,30.0,50.0,2,0,0,0,0,0,1
9.0,47.0,82.0,35.0,38.0,11.0,191.0,10.0,30.0,50.0,2,0,0,0,0,0,1
10.0,49.0,85.0,36.0,39.0,11.0,187.0,10.0,30.0,50.0,2,0,0,0,0,0,1
11.0,51.0,88.0,37.0,40.0,12.0,195.0,10.0,30.0,50.0,2,0,0,0,0,0,1
14.0,53.0,92.0,39.0,39.0,12.0,212.0,20.0,40.0,60.0,2,0,0,0,0,0,1
17.0,59.0,103.0,44.0,42.0,14.0,258.0,30.0,50.0,70.0,2,0,0,0,0,0,1
19.0,60.0,105.0,45.0,41.0,14.0,253.0,30.0,50.0,70.0,2,0,0,0,0,0,1
14.0,53.0,92.0,39.0,39.0,12.0,244.0,20.0,30.0,40.0,2,0,0,0,0,0,1
9.0,47.0,82.0,35.0,38.0,11.0,248.0,10.0,30.0,50.0,2,0,0,0,0,0,1
19.0,53.0,91.0,39.0,36.0,12.0,212.0,20.0,40.0,60.0,2,0,1,0,0,0,1
19.0,55.0,95.0,41.0,38.0,13.0,239.0,20.0,40.0,60.0,2,0,1,0,0,0,1
26.0,60.0,104.0,45.0,38.0,14.0,253.0,30.0,50.0,70.0,2,0,1,0,0,0,1
18.0,52.0,97.0,39.0,40.0,12.0,248.0,20.0,40.0,60.0,2,0,1,0,0,0,1
21.0,53.0,98.0,39.0,39.0,12.0,244.0,20.0,30.0,40.0,2,0,1,0,0,0,1
13.0,47.0,87.0,35.0,38.0,11.0,248.0,10.0,30.0,50.0,2,0,1,0,0,0,1
18.0,51.0,95.0,38.0,39.0,12.0,256.0,10.0,40.0,60.0,2,0,1,0,0,0,1
44.0,68.0,114.0,46.0,24.0,12.0,777.0,40.0,60.0,100.0,2,0,0,0,1,0,0
38.0,61.0,103.0,42.0,23.0,11.0,771.0,30.0,50.0,90.0,2,0,0,0,1,0,0
45.0,70.0,118.0,48.0,25.0,13.0,766.0,50.0,70.0,110.0,2,0,0,0,1,0,0
43.0,67.0,112.0,45.0,24.0,12.0,777.0,40.0,60.0,100.0,2,0,0,0,1,0,0
36.0,58.0,97.0,39.0,22.0,10.0,799.0,50.0,60.0,90.0,2,0,0,0,1,0,0
31.0,53.0,89.0,36.0,22.0,10.0,828.0,40.0,50.0,80.0,2,0,0,0,1,0,0
27.0,47.0,79.0,32.0,20.0,8.0,837.0,30.0,40.0,70.0,2,0,0,0,1,0,0
27.0,48.0,81.0,33.0,21.0,9.0,836.0,30.0,40.0,70.0,2,0,0,0,1,0,0
26.0,46.0,77.0,31.0,20.0,8.0,844.0,30.0,40.0,70.0,2,0,0,0,1,0,0
69.0,68.0,128.0,46.0,25.0,12.0,777.0,40.0,60.0,100.0,2,0,1,0,1,0,0
56.0,61.0,110.0,42.0,23.0,11.0,771.0,30.0,50.0,90.0,2,0,1,0,1,0,0
64.0,67.0,119.0,45.0,24.0,12.0,777.0,40.0,60.0,100.0,2,0,1,0,1,0,0
50.0,58.0,96.0,39.0,20.0,10.0,799.0,50.0,60.0,90.0,2,0,1,0,1,0,0
43.0,53.0,88.0,36.0,20.0,10.0,828.0,40.0,50.0,80.0,2,0,1,0,1,0,0
50.0,57.0,95.0,39.0,20.0,10.0,845.0,50.0,60.0,90.0,2,0,1,0,1,0,0
39.0,48.0,79.0,32.0,19.0,8.0,841.0,30.0,40.0,70.0,2,0,1,0,1,0,0
40.0,47.0,84.0,32.0,20.0,8.0,837.0,30.0,40.0,70.0,2,0,1,0,1,0,0
42.0,47.0,84.0,32.0,19.0,8.0,833.0,40.0,40.0,60.0,2,0,1,0,1,0,0
40.0,48.0,86.0,33.0,21.0,9.0,836.0,30.0,40.0,70.0,2,0,1,0,1,0,0
39.0,46.0,82.0,31.0,20.0,8.0,844.0,30.0,40.0,70.0,2,0,1,0,1,0,0
26.0,71.0,123.0,52.0,45.0,17.0,405.0,60.0,70.0,110.0,1,1,0,1,0,0,0
-2.0,75.0,128.0,53.0,77.0,48.0,458.0,20.0,80.0,130.0,1,1,0,1,0,0,0
-6.0,73.0,133.0,52.0,77.0,47.0,421.0,20.0,80.0,130.0,1,1,1,1,0,0,0
107.0,182.0,363.0,181.0,75.0,50.0,1283.0,170.0,230.0,130.0,1,1,0,0,1,0,0
115.0,149.0,295.0,149.0,61.0,41.0,1245.0,120.0,180.0,350.0,1,1,1,0,1,0,0
129.0,155.0,330.0,155.0,68.0,43.0,1280.0,130.0,190.0,360.0,1,1,1,0,1,0,0
43.0,48.0,85.0,32.0,19.0,8.0,482.0,30.0,40.0,70.0,1,1,1,0,0,1,0
32.0,42.0,70.0,29.0,18.0,8.0,835.0,40.0,40.0,60.0,1,1,1,0,0,1,0
43.0,49.0,87.0,33.0,20.0,9.0,870.0,30.0,40.0,70.0,1,1,1,0,0,1,0
87.0,150.0,249.0,99.0,63.0,32.0,798.0,70.0,130.0,210.0,1,1,0,0,0,0,1
40.0,76.0,138.0,60.0,89.0,75.0,1213.0,40.0,70.0,130.0,4,1,1,1,0,0,0
54.0,68.0,119.0,52.0,27.0,17.0,554.0,70.0,90.0,150.0,4,1,1,1,0,0,0
99.0,136.0,230.0,94.0,37.0,26.0,562.0,90.0,110.0,190.0,4,1,0,0,1,0,0
145.0,145.0,243.0,100.0,37.0,28.0,598.0,110.0,130.0,210.0,4,1,1,0,1,0,0
28.0,73.0,127.0,54.0,45.0,17.0,424.0,30.0,60.0,110.0,4,1,0,0,0,1,0
42.0,64.0,114.0,43.0,36.0,13.0,424.0,30.0,60.0,100.0,4,1,1,0,0,1,0
115.0,186.0,310.0,124.0,71.0,40.0,961.0,130.0,180.0,290.0,3,0,0,1,0,0,0
114.0,186.0,309.0,123.0,72.0,40.0,932.0,130.0,180.0,290.0,3,0,0,1,0,0,0
79.0,140.0,232.0,92.0,61.0,30.0,1102.0,100.0,140.0,220.0,3,0,0,1,0,0,0
75.0,135.0,225.0,90.0,60.0,29.0,1139.0,90.0,130.0,210.0,3,0,0,1,0,0,0
135.0,165.0,273.0,110.0,62.0,36.0,1020.0,110.0,160.0,260.0,3,0,1,1,0,0,0
35.0,56.0,94.0,38.0,21.0,10.0,777.0,40.0,60.0,100.0,3,0,0,0,0,0,1
21.0,39.0,66.0,27.0,18.0,7.0,772.0,40.0,50.0,70.0,3,0,0,0,0,0,1
18.0,37.0,62.0,25.0,19.0,7.0,775.0,30.0,40.0,60.0,3,0,0,0,0,0,1
17.0,34.0,57.0,23.0,17.0,6.0,787.0,30.0,40.0,60.0,3,0,0,0,0,0,1
55.0,56.0,105.0,38.0,22.0,10.0,777.0,40.0,60.0,100.0,3,0,1,0,0,0,1
27.0,37.0,66.0,25.0,19.0,7.0,769.0,30.0,40.0,60.0,3,0,1,0,0,0,1
21.0,31.0,51.0,20.0,15.0,5.0,804.0,20.0,30.0,50.0,3,0,1,0,0,0,1
